mv320,672996.25
mv321,646657.75
mv322,691475.94
mv323,85764.45
mv324,86925.945
mv325,78028.51
mv326,31182.395
mv327,292259.78
mv328,537582.1
mv329,586411.1
mv33,249646.81
mv330,602499.0
mv331,656710.6
mv332,702139.1
mv333,658680.0
mv334,167467.67
mv335,88636.664
mv336,283658.28
mv337,423385.22
mv338,595217.4
mv339,579813.1
mv34,389219.56
mv340,618892.6
mv341,666525.9
mv342,697445.5
mv343,694142.8
mv344,4922.8154
mv345,90606.97
mv346,96966.18
mv347,108650.125
mv348,244077.61
mv349,189928.27
mv35,1894.9578
mv350,431575.62
mv351,230157.84
mv352,376340.8
mv353,495637.25
mv354,545790.0
mv355,79176.47
mv356,233887.17
mv357,160293.7
mv358,385396.3
mv359,499687.28
mv36,80587.6
mv360,557417.0
mv361,529349.6
mv362,563540.0
mv363,514983.34
mv364,549000.7
mv365,1925.1277
mv366,40243.746
mv367,1940.6056
mv368,48090.87
mv369,120231.47
mv37,227621.98
mv370,382470.7
mv371,199248.84
mv372,387332.12
mv373,505814.2
mv375,82201.664
mv376,196121.08
mv377,142272.64
mv378,309518.38
mv379,577485.5
mv38,536422.1
mv380,556416.9
mv381,553387.06
mv382,596691.4
mv383,626566.44
mv384,627766.6
mv385,610067.2
mv386,11294.879
mv387,5076.188
mv388,2295.1038
mv389,262166.12
mv39,58592.938
mv390,543740.75
mv391,619371.6
mv392,588401.8
mv393,592714.7
mv394,282034.8
mv395,495896.62
mv396,504575.75
mv397,9783.308
mv398,256531.02
mv399,557367.6
mv4,380657.47
mv40,332572.56
mv400,635515.3
mv401,646036.06
mv402,684525.0
mv403,313444.53
mv404,579592.6
mv405,571378.7
mv406,547813.5
mv407,529804.25
mv409,278764.94
mv41,511772.62
mv410,403558.5
mv411,520798.34
mv412,411981.0
mv413,375201.1
mv414,660632.3
mv415,750964.4
mv416,720201.7
mv417,398473.38
mv418,640396.75
mv419,705894.6
mv42,410014.16
mv420,683977.44
mv421,541405.94
mv422,574804.6
mv423,653103.5
mv424,413023.0
mv425,375708.7
mv426,660293.1
mv427,750700.25
mv428,719774.4
mv429,398361.3
mv430,640199.4
mv431,705856.75
mv432,666386.1
mv433,517667.7
mv434,545081.5
mv435,637093.4
mv436,232133.6
mv437,366274.72
mv438,440821.78
mv439,383019.3
mv44,96851.15
mv440,625331.6
mv441,754925.5
mv442,728661.56
mv443,578524.9
mv444,624954.8
mv445,727831.25
mv446,421207.56
mv447,665537.9
mv448,727335.1
mv449,704486.56
mv45,285772.06
mv450,579505.7
mv452,285644.94
mv453,433626.44
mv454,602904.94
mv455,609652.4
mv456,567594.75
mv457,551806.9
mv458,614289.25
mv459,688665.7
mv46,488317.8
mv460,370024.9
mv461,572028.1
mv462,8706.128
mv463,2051.003
mv464,318251.84
mv465,263733.84
mv466,332274.8
mv467,371390.22
mv468,524375.0
mv469,547243.6
mv470,625563.8
mv471,617953.0
mv472,667812.9
mv473,2045.2123
mv474,48866.625
mv475,263979.9
mv476,440885.6
mv477,556821.9
mv478,576585.3
mv479,591322.4
mv48,294422.62
mv480,604252.9
mv481,596543.94
mv482,635636.0
mv483,195922.92
mv484,264512.28
mv485,331252.28
mv486,310279.06
mv487,290090.03
mv488,325353.38
mv489,515095.66
mv49,344059.53
mv490,90708.9
mv491,3293.6956
mv492,138870.88
mv493,485293.5
mv494,521446.0
mv495,17850.113
mv496,95934.18
mv497,446217.2
mv498,529874.75
mv5,47046.13
mv50,568622.0
mv500,33645.266
mv501,420286.3
mv502,404129.7
mv503,313185.16
mv504,291481.28
mv505,337760.97
mv506,428811.12
mv507,437048.88
mv508,559695.5
mv509,599309.56
mv510,575353.75
mv511,561258.94
mv512,529354.9
mv513,976.4297
mv514,412817.62
mv515,574557.25
mv516,510921.8
mv517,466269.78
mv518,452676.3
mv519,475338.62
mv52,920.9887
mv520,541382.7
mv53,403864.8
mv54,518850.44
mv55,457466.25
mv56,344158.47
mv57,575682.7
mv58,126051.09
mv59,568470.56
mv60,635930.4
mv61,997.20013
mv62,390874.12
mv63,355648.75
mv64,561089.3
mv65,82010.27
mv66,693736.1
mv67,823817.5
mv68,854164.0
mv69,873789.06
mv7,5820.6333
mv70,751959.8
mv71,768858.56
mv72,796434.7
mv73,833346.1
mv74,166709.19
mv75,581097.94
mv76,771650.75
mv78,307955.25
mv79,566263.56
mv8,257259.7
mv80,661025.56
mv81,693001.44
mv82,771885.2
mv83,307978.47
mv84,566040.4
mv85,659440.0
mv86,692145.9
mv89,845375.9
mv9,120784.78
mv90,748909.8
mv91,687573.5
mv92,751484.44
mv93,751527.3
mv94,771201.25
mv95,847183.9
mv96,846347.0
mv97,862240.2
mv98,802219.75
mv99,788215.1
